Tid,Items
T928,"item12,item68,item36,item34,item32,item13,item24,item11,item70,item27,item59,item28,item26,item45,item25,item23"
T143,"item12,item68,item36,item11,item23,item26,item25,item70,item27,item35,item34"
T935,"item12,item68,item26,item30,item59,item70,item10,item23,item32,item34,item13,item14"
T797,"item12,item59,item23,item30,item32,item36,item25,item45,item34,item24,item70"
T231,"item12,item45,item68,item14,item34,item32,item23,item24,item70,item25,item10,item27,item35,item36"
T738,"item12,item45,item27,item23,item35,item24,item68,item70,item28,item14,item36,item30,item59,item32,item25,item26"
T456,"item12,item45,item24,item35,item26,item68,item27,item13,item36,item14,item32,item34,item11,item10,item30,item59,item23"
T192,"item12,item45,item14,item70,item59,item25,item35,item34,item68,item23,item11,item27,item10,item26,item36"
T413,"item12,item36,item70,item25,item32,item27,item45,item28,item59,item26,item11,item35,item14,item13,item23,item10,item24,item30,item34"
T937,"item12,item36,item26,item68,item13,item70,item28,item10,item30,item24,item35,item59,item11,item32,item14"
T926,"item12,item36,item26,item25,item13,item11,item24,item10,item28,item30,item34,item14,item59,item27,item23,item45,item35,item70,item32"
T512,"item12,item36,item10,item23,item24,item26,item35,item59,item70,item13,item68,item11,item28,item14,item27,item25,item45,item32,item34"
T697,"item12,item35,item45,item28,item30,item32,item25,item24,item11,item13,item14,item23"
T273,"item12,item35,item36,item28,item30,item14,item11,item34,item26,item59,item24,item23,item13"
T46,"item12,item34,item27,item26,item68,item59,item30,item45,item25,item70,item24,item13,item32,item14,item36,item10,item11,item28,item35,item23"
T522,"item12,item32,item45,item26,item11,item70,item34,item14,item24,item36,item35,item13,item25,item27,item68,item23,item59,item28,item30"
T71,"item12,item32,item35,item27,item10,item14"
T474,"item12,item32,item13,item27,item24,item30,item25,item26,item28,item68,item70"
T876,"item12,item32,item10,item27,item13,item36,item24,item34,item11,item23,item59,item70,item26,item14,item35,item45,item68,item28,item25,item30"
T49,"item12,item30,item34,item45,item27,item70,item13,item35,item10,item11,item68,item59,item32,item36,item28,item23,item25,item24,item14,item26"
T83,"item12,item30,item32,item25,item28,item23,item59"
T991,"item12,item30,item11,item68,item35,item24,item14,item32,item34,item27,item28,item23,item70,item25,item26,item36,item45,item10,item59"
T822,"item12,item30,item11,item34,item32,item35,item27,item25,item26,item36"
T172,"item12,item30,item10,item70,item59,item27,item34,item14,item24,item13,item32,item23"
T727,"item12,item28,item68,item11,item10,item59,item70,item45,item32,item25,item23,item27,item26,item36,item34,item13,item35,item14"
T700,"item12,item28,item25,item36,item24,item34,item59,item14,item23,item35,item27,item30,item45,item68,item10,item32,item11"
T729,"item12,item28,item24,item10,item35,item34,item27,item14,item11,item26"
T369,"item12,item28,item14,item45,item24,item23,item32,item13,item34,item25,item36,item70"
T393,"item12,item28,item13,item27,item45,item14,item59,item23,item34,item35,item25,item68"
T966,"item12,item27,item45,item59,item30,item28,item13,item14,item25,item34,item24,item35,item36,item23,item70,item10,item11,item26,item32"
T138,"item12,item27,item35,item26,item14,item34"
T796,"item12,item26,item28,item34,item68,item14,item36,item27,item35,item10,item13,item45,item70,item30,item32,item59,item23,item25"
T133,"item12,item25,item70,item30,item45,item28"
T811,"item12,item25,item68,item30,item28,item27,item34,item10,item24,item13,item14,item35,item59,item26,item32"
T579,"item12,item25,item35,item26,item13,item28,item70,item23,item68,item32,item24,item34,item36,item14"
T491,"item12,item25,item24,item36,item30,item10,item70,item14,item68,item59,item32,item23,item13,item27,item34,item26,item11,item45"
T915,"item12,item24,item45,item32,item70,item10,item26,item36,item13,item30,item35,item25,item68,item34,item59"
T583,"item12,item24,item35,item32,item28,item26,item23,item68,item14,item70,item27,item59,item10"
T883,"item12,item24,item32,item28,item14,item59,item36,item70,item30,item35,item25,item27,item26"
T194,"item12,item24,item28,item13,item10,item14,item11,item35,item26,item27,item59,item70,item25,item30"
T692,"item12,item24,item26,item10,item14,item28,item68,item32,item25,item30,item59,item34,item70,item11,item35,item23,item45,item36"
T986,"item12,item23,item70,item32,item13,item36,item35,item14,item59,item27,item26,item68,item24,item28,item30,item34,item11,item45,item25,item10"
T218,"item12,item23,item28,item35,item30,item27,item25,item45,item68,item34,item14,item36,item70,item32,item26,item24,item10,item13,item59,item11"
T389,"item12,item23,item14,item25,item30,item32,item11,item70,item59,item34,item35"
T63,"item12,item23,item11,item24,item35,item14,item45,item26"
T481,"item12,item14,item36,item59,item11,item28,item30,item70,item32,item27,item13,item23,item26,item34,item24,item25,item35"
T976,"item12,item14,item32,item25,item35,item13,item10,item70,item30,item26,item11,item28,item23,item68,item27,item34,item24,item59,item45"
T723,"item12,item14,item30,item23,item13,item10,item34,item35,item11,item70,item36,item26,item24,item27,item68,item25"
T152,"item12,item13,item59,item30,item26,item23,item35,item68,item36,item32,item34,item24"
T943,"item12,item11,item27,item68,item70,item32,item36,item10,item14,item30,item26,item13,item35"
T443,"item12,item11,item23,item68,item26,item59,item70,item14,item25,item24,item10,item28,item45,item34,item35"
T478,"item12,item11,item13,item23,item45,item25,item28,item26,item24,item27,item30,item36,item14"
T136,"item12,item11,item10,item59,item27,item35"
T363,"item12,item10,item45,item34,item70,item36,item35,item68,item27,item28,item59,item32,item30,item13"
T427,"item11,item70,item59,item27,item36,item14,item24,item13,item68,item26,item34,item30"
T114,"item11,item70,item10,item36"
T453,"item11,item68,item35,item10,item25,item14,item30,item28,item59,item24,item34,item26"
T274,"item11,item68,item34,item59,item35,item30,item28,item27,item14,item70,item10,item45,item12,item23,item36,item13,item32"
T587,"item11,item59,item34,item26,item30,item25,item14,item32,item10,item68"
T435,"item11,item59,item30,item36,item27,item32,item10,item26,item45,item28,item34,item13,item12"
T77,"item11,item59,item24,item13,item23,item28,item27"
T373,"item11,item59,item23,item12,item10,item70,item32,item26,item30,item25,item14,item45,item27,item28,item24"
T981,"item11,item45,item32,item26,item28,item12,item14,item68,item70,item24,item59,item23,item27,item34,item30,item35,item10,item36,item13"
T237,"item11,item35,item36,item26,item68,item10,item27,item70,item24,item32,item14,item30,item28,item12,item25,item13,item34,item59,item23,item45"
T421,"item11,item35,item12,item25,item45,item23,item32,item13,item36,item10,item28,item30,item68,item27,item14,item34,item70,item24"
T447,"item11,item34,item59,item70,item26,item28,item14,item36,item30,item45"
T529,"item11,item34,item59,item25,item68,item23,item30,item45,item36,item35,item14,item27,item26,item13,item28,item10,item70"
T383,"item11,item32,item36,item59,item30,item13,item70,item27,item34,item26,item25,item24,item68,item14,item35,item23,item10,item28,item12,item45"
T51,"item11,item30,item36,item23,item12,item45,item13,item70,item26,item59,item35,item34,item28,item14"
T8,"item11,item28,item34,item25,item14,item59,item24,item30,item36,item13,item26,item35,item68,item70,item10,item23,item45,item32,item12,item27"
T984,"item11,item28,item14,item59,item34,item12,item35,item25,item13,item45,item24,item68,item27,item36,item30,item10,item32,item23,item26,item70"
T619,"item11,item28,item12,item70,item10,item68,item25,item35,item14,item30,item34,item26,item32,item13,item27,item24,item23,item59,item45,item36"
T346,"item11,item27,item70,item26,item23,item36,item32,item59,item12,item35,item24,item14,item25,item34,item45,item13,item28,item10,item68,item30"
T235,"item11,item27,item30,item59,item10,item34,item13,item24,item35,item12,item14,item28,item36"
T433,"item11,item27,item24,item68,item35,item59,item10,item28,item30,item32,item12,item45,item26,item25,item23,item34,item14"
T595,"item11,item26,item13,item45,item70,item14,item34,item68,item59,item35,item23,item32,item24,item36,item25,item28"
T721,"item11,item25,item34,item68,item13,item30,item10,item12,item26,item23,item28,item14,item24,item45,item35"
T528,"item11,item25,item23,item36,item26,item14,item35,item45,item34,item27,item70,item13,item32,item12,item28,item10,item68,item30,item24"
T97,"item11,item24,item32,item14,item10,item70"
T756,"item11,item24,item30,item34,item14,item68,item25,item26,item59,item10,item12,item28,item36,item35,item13,item45,item32"
T328,"item11,item23,item30,item36,item26,item12,item24,item59,item27,item68"
T777,"item11,item23,item26,item27,item35,item24,item10,item32,item34,item13,item30,item14,item28,item25"
T568,"item11,item23,item25,item10,item36,item32,item14,item24,item13,item45,item59,item28,item35,item12,item34,item26,item68"
T140,"item11,item14,item45,item13,item32,item27,item35,item68,item70"
T993,"item11,item14,item30,item12,item13,item36,item32,item10,item45,item70,item34,item35,item26,item25,item28,item24,item27,item68,item23"
T284,"item11,item14,item24,item10,item23,item27,item45,item68,item34,item59"
T541,"item11,item13,item45,item10,item24,item59,item36,item12,item32,item70,item27,item26,item68,item14,item28,item34,item25,item35,item30,item23"
T982,"item11,item13,item27,item23,item12,item25,item28,item32,item45,item26,item59"
T962,"item11,item13,item25,item36,item24,item12,item27,item28,item34,item30,item10,item68,item23,item59,item26,item70,item14"
T864,"item11,item13,item23,item26,item68,item36,item27,item24,item45,item32,item70,item14,item12,item25,item10,item34,item59,item35"
T839,"item11,item12,item34,item35,item70,item26,item68,item24,item32,item14,item23"
T308,"item11,item12,item24,item36,item23,item14,item68,item28,item10,item30,item70,item45,item32,item27,item59,item26,item35,item34,item13,item25"
T519,"item10,item70,item12,item36,item68,item45,item23,item59,item24,item26,item30,item13,item35,item34,item28,item11,item32,item27,item14"
T262,"item10,item68,item59,item45,item34,item26,item12,item24,item30,item27,item13,item25,item32"
T502,"item10,item68,item14,item26,item24,item12,item59,item35,item45,item23,item28,item30,item27,item13,item11,item36,item25"
T84,"item10,item59,item32,item11,item34"
T187,"item10,item45,item70,item26,item12,item25,item32,item14,item13,item28,item68,item34,item24,item36,item35,item11,item30,item27,item59"
T673,"item10,item45,item70,item14,item12,item23,item28,item34,item11,item27,item68,item30,item32,item26,item35,item24,item36,item25,item13"
T897,"item10,item45,item34,item26,item36,item68,item30,item28,item11,item27,item13,item23,item35,item70,item32,item14,item25,item59,item12,item24"
T859,"item10,item36,item24,item70,item13,item25,item68,item45,item14,item59,item32,item35,item34,item27,item30,item11,item23,item28,item12,item26"
T378,"item10,item35,item36,item23,item11,item34,item26,item14,item30,item25,item70,item45,item24,item27,item68,item28"
T818,"item10,item35,item28,item26,item70,item32,item25,item13,item45,item23,item24,item30,item12,item34,item59,item14"
T112,"item10,item34,item68,item14,item32,item24,item30,item26"
T869,"item10,item34,item32,item24,item11,item30,item45,item36,item26,item23,item27,item35,item68,item25"
T174,"item10,item34,item30,item27,item45,item11,item70,item32,item68,item28,item23,item12"
T463,"item10,item34,item23,item27,item28,item26,item30,item59,item45,item68,item70"
T178,"item10,item34,item12,item23,item14,item28,item35,item36,item30,item25,item11,item59,item45,item27,item13,item24,item68,item32,item70"
T327,"item10,item34,item12,item11,item23,item24,item32,item45,item70,item14,item36,item25,item30,item13"
T710,"item10,item34,item11,item59,item32,item35,item26,item25,item24,item12,item45"
T511,"item10,item32,item35,item27,item12,item13,item36,item14,item45,item34,item11,item23"
T698,"item10,item32,item30,item34,item26,item70,item13,item12,item59,item35,item11"
T345,"item10,item30,item59,item45,item14,item35,item70,item28,item36,item26,item68,item23,item27,item24,item34,item13,item25,item11,item12"
T659,"item10,item30,item27,item24,item68,item45,item11,item34,item32,item35,item14,item59,item28,item25,item70,item12"
T123,"item10,item30,item11,item27,item14"
T407,"item10,item28,item68,item32,item30,item26,item34,item12,item70,item14,item59,item13,item23,item36,item45,item24,item25,item11"
T590,"item10,item28,item35,item23,item13,item27,item68,item34,item24,item11,item30,item14,item26,item45"
T163,"item10,item27,item30,item35,item12,item23,item70,item68,item34,item13"
T763,"item10,item26,item12,item70,item28,item23,item59,item36,item13,item68,item30,item32,item11,item45,item35,item24,item34,item25,item14,item27"
T611,"item10,item25,item28,item36,item12,item45,item68,item11,item30,item23,item26,item24,item13,item14,item35,item27,item32"
T259,"item10,item25,item11,item59,item35,item14,item13,item12,item36,item32,item70,item34,item27,item45,item26,item68"
T578,"item10,item24,item36,item35,item27,item28,item59,item32,item25,item13,item14"
T848,"item10,item24,item23,item13,item68,item35,item14,item27,item26,item36,item34,item11,item25,item45,item28,item30,item59,item12,item70,item32"
T853,"item10,item23,item59,item26,item32,item34,item12,item14,item30,item27,item35,item24,item70,item28,item25,item68,item36"
T248,"item10,item23,item28,item30,item45,item25,item24,item35,item32,item14"
T881,"item10,item14,item45,item25,item32,item35,item13,item24,item68,item30,item59,item36,item70,item27"
T708,"item10,item12,item68,item45,item27,item30,item24,item28,item35,item25,item13,item32,item26"
T742,"item10,item12,item59,item13,item32,item30,item34,item11,item45,item27,item70,item26,item36,item28,item14,item25,item24,item23,item35"
T268,"item10,item12,item35,item70,item68,item32,item27,item13,item34,item28,item59,item36,item25"
T855,"item10,item12,item24,item26,item13,item70,item45,item11,item23,item32,item25,item28,item59,item35,item34"
T229,"item10,item11,item30,item23,item36,item59,item70,item24,item34,item68,item25,item28,item32,item45,item12,item14,item27,item26,item13,item35"
T406,"item10,item11,item24,item28,item23,item30,item32,item27,item59,item45,item12,item14,item26,item34,item35"
