,Tid,Items
523,T766,"['item70', 'item35', 'item14', 'item30', 'item68', 'item12', 'item27', 'item26', 'item36', 'item28', 'item23', 'item45']"
524,T155,"['item59', 'item70', 'item14', 'item30', 'item68', 'item27', 'item26', 'item34', 'item36', 'item11', 'item28', 'item24', 'item10', 'item45']"
525,T6,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
526,T411,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item25', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item10', 'item13']"
527,T713,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
528,T680,"['item59', 'item70', 'item14', 'item30', 'item27', 'item34', 'item11', 'item28', 'item24', 'item13', 'item45']"
529,T322,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10']"
530,T958,"['item59', 'item70', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item13', 'item45']"
531,T614,"['item59', 'item45', 'item14', 'item35', 'item68', 'item12', 'item32', 'item27', 'item24', 'item25', 'item10']"
532,T778,"['item59', 'item35', 'item68', 'item32', 'item27', 'item11', 'item23', 'item24', 'item13', 'item45']"
533,T290,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item32', 'item27', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item13', 'item10']"
534,T505,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
535,T896,"['item59', 'item30', 'item68', 'item12', 'item32', 'item27', 'item26', 'item24', 'item25', 'item13', 'item45']"
536,T12,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
537,T454,"['item59', 'item70', 'item35', 'item68', 'item26', 'item34', 'item27', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
538,T379,"['item59', 'item70', 'item30', 'item14', 'item25', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item28', 'item36', 'item23', 'item24', 'item10', 'item45']"
539,T487,"['item59', 'item70', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25']"
540,T197,"['item59', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item23', 'item24', 'item25', 'item45']"
541,T603,"['item59', 'item70', 'item30', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item23', 'item24', 'item25', 'item13', 'item45']"
542,T145,"['item59', 'item35', 'item30', 'item12', 'item27', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10']"
543,T494,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item34', 'item11', 'item36']"
544,T531,"['item59', 'item70', 'item30', 'item14', 'item35', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13']"
545,T72,"['item59', 'item30', 'item68', 'item27', 'item23', 'item24', 'item13']"
546,T795,"['item59', 'item70', 'item14', 'item35', 'item68', 'item25', 'item12', 'item32', 'item26', 'item27', 'item36', 'item28', 'item23', 'item11', 'item24', 'item10', 'item13', 'item45']"
547,T87,"['item59', 'item30', 'item26', 'item27', 'item10', 'item13']"
548,T646,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item70', 'item12', 'item34', 'item36', 'item11']"
549,T963,"['item70', 'item30', 'item14', 'item68', 'item25', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item28', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
550,T609,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
551,T122,"['item59', 'item32', 'item26', 'item27', 'item11', 'item24']"
552,T890,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11']"
553,T992,"['item30', 'item14', 'item35', 'item27', 'item36', 'item28', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
554,T945,"['item59', 'item70', 'item14', 'item30', 'item68', 'item25', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item28', 'item11', 'item24', 'item10', 'item13']"
555,T96,"['item70', 'item35', 'item12', 'item26', 'item13']"
556,T627,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item11', 'item36']"
557,T177,"['item59', 'item70', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item34', 'item27', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
558,T852,"['item59', 'item70', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item26', 'item27', 'item36', 'item28', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
559,T441,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item36', 'item25', 'item13', 'item45']"
560,T28,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
561,T820,"['item59', 'item70', 'item14', 'item35', 'item68', 'item25', 'item32', 'item26', 'item34', 'item11', 'item36', 'item23', 'item28', 'item10', 'item13', 'item45']"
562,T804,"['item59', 'item70', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item23', 'item10']"
563,T771,"['item59', 'item70', 'item30', 'item35', 'item14', 'item68', 'item32', 'item27', 'item26', 'item34', 'item36', 'item11', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
564,T676,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item12', 'item26', 'item27', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
565,T508,"['item70', 'item35', 'item30', 'item12', 'item27', 'item26', 'item11', 'item24', 'item10', 'item45']"
566,T144,"['item59', 'item70', 'item35', 'item14', 'item68', 'item12', 'item27', 'item26', 'item11', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
567,T269,"['item59', 'item14', 'item35', 'item68', 'item32', 'item26', 'item34', 'item11', 'item36', 'item23', 'item28', 'item24', 'item25', 'item13']"
568,T969,"['item70', 'item30', 'item35', 'item14', 'item12', 'item32', 'item26', 'item34', 'item11', 'item36', 'item23', 'item25', 'item10', 'item45']"
569,T422,"['item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item10', 'item13', 'item45']"
570,T891,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36']"
571,T101,"['item32', 'item26', 'item36', 'item23', 'item10', 'item13']"
572,T597,"['item70', 'item30', 'item14', 'item68', 'item12', 'item26', 'item34', 'item36', 'item11', 'item23', 'item24', 'item13']"
573,T161,"['item70', 'item14', 'item25', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item23', 'item24', 'item10']"
574,T183,"['item59', 'item70', 'item45', 'item14', 'item35', 'item30', 'item68', 'item12', 'item32', 'item27', 'item26', 'item36', 'item11', 'item23', 'item25', 'item13', 'item10']"
575,T598,"['item68', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
576,T56,"['item59', 'item70', 'item45', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item23', 'item24', 'item25', 'item13', 'item10']"
577,T86,"['item70', 'item68', 'item26', 'item11', 'item23', 'item24', 'item13', 'item45']"
578,T449,"['item59', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item27', 'item36', 'item23', 'item24', 'item13', 'item45']"
579,T566,"['item59', 'item70', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item36', 'item11', 'item23', 'item28', 'item24', 'item25', 'item10', 'item13', 'item45']"
580,T376,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item32', 'item26', 'item27', 'item11', 'item36', 'item28', 'item24', 'item25', 'item10', 'item45']"
581,T612,"['item59', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item23', 'item24', 'item10', 'item13', 'item45']"
582,T626,"['item59', 'item35', 'item68', 'item32', 'item26', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item10', 'item13', 'item45']"
583,T908,"['item59', 'item70', 'item30', 'item14', 'item35', 'item32', 'item26', 'item27', 'item34', 'item36', 'item28', 'item23', 'item10', 'item13']"
584,T557,"['item59', 'item70', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item11', 'item23', 'item28', 'item24', 'item25', 'item13', 'item45']"
585,T392,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item11', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
586,T115,"['item24', 'item28', 'item14', 'item26']"
587,T725,"['item70', 'item14', 'item30', 'item35', 'item68', 'item25', 'item12', 'item26', 'item27', 'item34', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13']"
588,T521,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item12', 'item26', 'item27', 'item34', 'item11', 'item36', 'item28', 'item25', 'item13', 'item45']"
589,T593,"['item35', 'item30', 'item27', 'item26', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item13']"
590,T341,"['item59', 'item70', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item28', 'item24', 'item10', 'item13', 'item45']"
591,T432,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
592,T412,"['item59', 'item70', 'item12', 'item27', 'item26', 'item34', 'item36', 'item23', 'item24', 'item10']"
593,T446,"['item59', 'item14', 'item30', 'item25', 'item12', 'item32', 'item27', 'item26', 'item34', 'item36', 'item24', 'item10', 'item13', 'item45']"
594,T744,"['item70', 'item14', 'item30', 'item35', 'item12', 'item32', 'item26', 'item34', 'item27', 'item11', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
595,T589,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
596,T457,"['item59', 'item70', 'item30', 'item35', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item28', 'item25', 'item13']"
597,T757,"['item59', 'item70', 'item14', 'item35', 'item68', 'item12', 'item27', 'item26', 'item11', 'item28', 'item23', 'item36', 'item10', 'item45']"
598,T670,"['item30', 'item14', 'item68', 'item12', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item25', 'item13']"
599,T263,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11']"
600,T667,"['item59', 'item70', 'item14', 'item35', 'item30', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
601,T94,"['item68', 'item32', 'item26', 'item36', 'item10']"
602,T817,"['item59', 'item70', 'item30', 'item35', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item11', 'item28', 'item23', 'item24', 'item10', 'item13', 'item45']"
603,T222,"['item59', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item24', 'item10', 'item13', 'item45']"
604,T459,"['item70', 'item14', 'item35', 'item25', 'item12', 'item27', 'item26', 'item34', 'item23', 'item24', 'item10', 'item13']"
605,T903,"['item59', 'item70', 'item45', 'item14', 'item35', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item11', 'item36', 'item23', 'item25', 'item13', 'item10']"
606,T873,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item32', 'item26', 'item34', 'item27', 'item11', 'item28', 'item23', 'item25', 'item13', 'item45']"
607,T971,"['item59', 'item70', 'item35', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item27', 'item34', 'item36', 'item23', 'item25', 'item13', 'item10']"
608,T545,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
609,T634,"['item59', 'item14', 'item32', 'item27', 'item34', 'item36', 'item23', 'item25', 'item13', 'item10']"
610,T653,"['item59', 'item14', 'item35', 'item12', 'item32', 'item27', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13']"
611,T330,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
612,T862,"['item59', 'item70', 'item30', 'item68', 'item12', 'item32', 'item26', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13']"
613,T324,"['item59', 'item70', 'item14', 'item30', 'item68', 'item12', 'item27', 'item11', 'item28', 'item23', 'item25', 'item13']"
614,T475,"['item59', 'item70', 'item45', 'item14', 'item68', 'item27', 'item36', 'item25', 'item13', 'item10']"
615,T69,"['item70', 'item35', 'item68', 'item23', 'item25', 'item45']"
616,T350,"['item59', 'item70', 'item14', 'item30', 'item68', 'item12', 'item27', 'item34', 'item36', 'item28', 'item11', 'item23', 'item24', 'item25', 'item45']"
617,T382,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item13', 'item45']"
618,T7,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
619,T716,"['item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
620,T856,"['item59', 'item70', 'item35', 'item14', 'item68', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13', 'item45']"
621,T211,"['item59', 'item70', 'item45', 'item35', 'item68', 'item36', 'item28', 'item23', 'item24', 'item25', 'item13', 'item10']"
622,T604,"['item59', 'item70', 'item35', 'item14', 'item68', 'item12', 'item32', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item10', 'item13', 'item45']"
623,T400,"['item59', 'item70', 'item45', 'item14', 'item35', 'item30', 'item68', 'item32', 'item26', 'item34', 'item27', 'item11', 'item28', 'item36', 'item24', 'item25', 'item10']"
624,T575,"['item59', 'item70', 'item14', 'item35', 'item68', 'item32', 'item26', 'item34', 'item27', 'item11', 'item36', 'item23', 'item28', 'item24', 'item25', 'item13']"
625,T317,"['item59', 'item70', 'item45', 'item14', 'item30', 'item35', 'item32', 'item27', 'item34', 'item26', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item13', 'item10']"
626,T923,"['item68', 'item24', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
627,T840,"['item59', 'item14', 'item35', 'item32', 'item26', 'item34', 'item27', 'item36', 'item28', 'item23', 'item25', 'item13', 'item45']"
628,T469,"['item59', 'item70', 'item14', 'item30', 'item12', 'item32', 'item26', 'item34', 'item36', 'item11', 'item28', 'item24', 'item25', 'item10', 'item13', 'item45']"
629,T219,"['item59', 'item70', 'item30', 'item12', 'item32', 'item26', 'item23', 'item25', 'item13', 'item45']"
630,T366,"['item70', 'item35', 'item30', 'item12', 'item32', 'item26', 'item36', 'item28', 'item25', 'item10', 'item45']"
631,T458,"['item59', 'item70', 'item30', 'item14', 'item35', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item28', 'item11', 'item23', 'item24', 'item25', 'item13', 'item10']"
632,T74,"['item70', 'item27', 'item28', 'item24', 'item25', 'item45']"
633,T975,"['item59', 'item70', 'item35', 'item14', 'item30', 'item12', 'item32', 'item26', 'item34', 'item27', 'item36', 'item28', 'item23', 'item11', 'item25', 'item45']"
634,T625,"['item59', 'item70', 'item14', 'item35', 'item30', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item11', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
635,T159,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
636,T261,"['item14', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item23', 'item24', 'item25', 'item10']"
637,T483,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
638,T375,"['item59', 'item70', 'item45', 'item35', 'item68', 'item12', 'item27', 'item34', 'item26', 'item11', 'item28', 'item24', 'item25', 'item10']"
639,T523,"['item70', 'item30', 'item35', 'item14', 'item68', 'item12', 'item27', 'item26', 'item34', 'item11', 'item28', 'item25', 'item10', 'item13', 'item45']"
640,T21,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
641,T243,"['item30', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item23', 'item24', 'item25', 'item13']"
642,T139,"['item30', 'item32', 'item11', 'item28', 'item23', 'item25', 'item45']"
643,T775,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item32', 'item26', 'item27', 'item34', 'item11', 'item28', 'item23', 'item36', 'item25', 'item13', 'item45']"
644,T348,"['item70', 'item30', 'item14', 'item35', 'item12', 'item32', 'item26', 'item11', 'item28', 'item23', 'item24', 'item25', 'item10']"
645,T815,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item34', 'item36', 'item28', 'item25', 'item10', 'item45']"
646,T99,"['item25', 'item10', 'item32', 'item14']"
647,T303,"['item70', 'item35', 'item14', 'item30', 'item68', 'item32', 'item11', 'item28', 'item25', 'item13']"
648,T755,"['item59', 'item70', 'item30', 'item14', 'item68', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item25', 'item13', 'item10']"
649,T720,"['item59', 'item70', 'item45', 'item14', 'item30', 'item68', 'item12', 'item27', 'item26', 'item34', 'item11', 'item36', 'item23', 'item28', 'item25', 'item13', 'item10']"
650,T562,"['item59', 'item70', 'item14', 'item68', 'item12', 'item27', 'item11', 'item23', 'item24', 'item25']"
651,T950,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
652,T249,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
653,T59,"['item59', 'item14', 'item12', 'item34', 'item11', 'item24', 'item25', 'item10']"
654,T760,"['item59', 'item30', 'item32', 'item26', 'item27', 'item11', 'item28', 'item23', 'item25', 'item13', 'item45']"
655,T439,"['item59', 'item14', 'item35', 'item68', 'item26', 'item36', 'item11', 'item28', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
656,T910,"['item59', 'item70', 'item45', 'item14', 'item35', 'item12', 'item32', 'item26', 'item34', 'item27', 'item23', 'item24', 'item25', 'item13', 'item10']"
657,T806,"['item59', 'item70', 'item14', 'item68', 'item12', 'item26', 'item28', 'item25', 'item13', 'item10']"
658,T838,"['item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
659,T875,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
660,T106,"['item70', 'item25', 'item12', 'item28', 'item24', 'item10', 'item45']"
661,T759,"['item70', 'item45', 'item35', 'item68', 'item32', 'item26', 'item34', 'item11', 'item23', 'item24', 'item25', 'item10']"
662,T226,"['item59', 'item70', 'item14', 'item30', 'item68', 'item25', 'item12', 'item26', 'item34', 'item36', 'item28', 'item23', 'item24', 'item10', 'item13']"
663,T5,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
664,T27,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
665,T216,"['item59', 'item30', 'item35', 'item25', 'item12', 'item27', 'item26', 'item36', 'item11', 'item24', 'item10', 'item13']"
666,T745,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36']"
667,T527,"['item59', 'item14', 'item35', 'item30', 'item68', 'item12', 'item26', 'item34', 'item27', 'item11', 'item28', 'item36', 'item24', 'item10', 'item13', 'item45']"
668,T693,"['item70', 'item30', 'item35', 'item14', 'item68', 'item27', 'item11', 'item36', 'item24', 'item10', 'item13', 'item45']"
669,T357,"['item14', 'item30', 'item68', 'item12', 'item32', 'item27', 'item34', 'item26', 'item36', 'item11', 'item23', 'item24', 'item13', 'item45']"
670,T758,"['item30', 'item12', 'item26', 'item11', 'item36', 'item28', 'item24', 'item25', 'item13', 'item45']"
671,T277,"['item35', 'item14', 'item68', 'item32', 'item27', 'item34', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
672,T938,"['item59', 'item70', 'item35', 'item30', 'item14', 'item68', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item36', 'item23', 'item24', 'item25', 'item13', 'item10']"
673,T420,"['item70', 'item35', 'item68', 'item12', 'item26', 'item36', 'item28', 'item23', 'item24', 'item25', 'item10', 'item13', 'item45']"
674,T608,"['item70', 'item35', 'item68', 'item32', 'item27', 'item34', 'item26', 'item11', 'item28', 'item23', 'item24', 'item13', 'item45']"
675,T812,"['item59', 'item70', 'item14', 'item30', 'item35', 'item12', 'item32', 'item26', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item10', 'item13', 'item45']"
676,T67,"['item68', 'item12', 'item26', 'item34', 'item11', 'item24', 'item10']"
677,T526,"['item70', 'item30', 'item35', 'item14', 'item68', 'item25', 'item12', 'item32', 'item27', 'item26', 'item11', 'item36', 'item23', 'item24', 'item10', 'item13', 'item45']"
678,T158,"['item59', 'item70', 'item14', 'item30', 'item68', 'item12', 'item32', 'item26', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item25', 'item10', 'item13', 'item45']"
679,T424,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
680,T563,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item32', 'item26', 'item34', 'item27', 'item11', 'item28', 'item24', 'item25', 'item10', 'item13', 'item45']"
681,T833,"['item59', 'item70', 'item30', 'item35', 'item68', 'item25', 'item32', 'item34', 'item11', 'item36', 'item23', 'item28', 'item24', 'item10', 'item13', 'item45']"
682,T419,"['item59', 'item30', 'item35', 'item68', 'item12', 'item32', 'item27', 'item26', 'item34', 'item11', 'item28', 'item23', 'item36', 'item24', 'item25', 'item10', 'item13', 'item45']"
683,T561,"['item70', 'item14', 'item30', 'item35', 'item26', 'item34', 'item36', 'item28', 'item23', 'item11', 'item24', 'item13']"
684,T162,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item11', 'item36']"
685,T81,"['item70', 'item35', 'item14', 'item27', 'item34', 'item24', 'item10', 'item45']"
686,T3,"['item68', 'item24', 'item10', 'item59', 'item14', 'item30', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
687,T349,"['item59', 'item70', 'item14', 'item30', 'item35', 'item68', 'item25', 'item32', 'item26', 'item34', 'item11', 'item36', 'item23', 'item28', 'item24', 'item10', 'item13', 'item45']"
688,T201,"['item14', 'item30', 'item35', 'item68', 'item26', 'item27', 'item36', 'item11', 'item23', 'item24', 'item13']"
689,T939,"['item70', 'item14', 'item35', 'item26', 'item34', 'item27', 'item36', 'item28', 'item23', 'item24', 'item25', 'item45']"
690,T576,"['item59', 'item14', 'item35', 'item30', 'item68', 'item12', 'item27', 'item26', 'item34', 'item36', 'item11', 'item23', 'item24', 'item10', 'item13', 'item45']"
691,T306,"['item59', 'item35', 'item68', 'item25', 'item32', 'item26', 'item27', 'item34', 'item28', 'item24', 'item10', 'item13', 'item45']"
692,T329,"['item68', 'item24', 'item10', 'item59', 'item30', 'item14', 'item26', 'item28', 'item23', 'item25', 'item13', 'item35', 'item32', 'item27', 'item45', 'item70', 'item12', 'item34', 'item36', 'item11']"
693,T879,"['item70', 'item14', 'item68', 'item25', 'item12', 'item36', 'item28', 'item23', 'item24', 'item10', 'item13']"
694,T823,"['item70', 'item30', 'item14', 'item68', 'item12', 'item26', 'item34', 'item36', 'item11', 'item23', 'item24', 'item10', 'item13']"
695,T847,"['item59', 'item30', 'item35', 'item68', 'item32', 'item26', 'item27', 'item36', 'item23', 'item24', 'item25', 'item13', 'item10']"
696,T492,"['item59', 'item70', 'item35', 'item14', 'item68', 'item12', 'item26', 'item27', 'item28', 'item23', 'item24', 'item10']"
697,T240,"['item59', 'item70', 'item30', 'item14', 'item35', 'item68', 'item34', 'item11', 'item36', 'item24', 'item10', 'item13']"
